2 8
149607 353888 1
154711 359310 1
154456 349715 1
154482 351351 1
152123 348751 1
146182 350827 1
152268 349032 1
155155 350195 1
151546 355246 1
153272 347661 1
152299 348418 1
149040 349665 1
150929 349676 1
147510 354280 1
152809 356672 1
146373 346559 1
146620 347645 1
147440 351382 1
140689 347871 1
154549 356725 1
151028 355250 1
147613 351520 1
154333 352207 1
144588 348394 1
149677 352370 1
149236 353471 1
151009 350546 1
150989 356166 1
147265 351837 1
149905 349644 1
149479 351115 1
151985 353649 1
153457 349093 1
153508 350082 1
147269 357194 1
150245 348533 1
146161 352594 1
146479 352222 1
149978 354997 1
154847 352140 1
147566 342000 1
151174 347435 1
149287 351539 1
153533 351164 1
146556 355830 1
150103 354435 1
151747 351738 1
153480 350609 1
154883 345616 1
150272 355889 1
145283 349950 1
147653 344901 1
146643 351028 1
157433 351067 1
148053 348011 1
152366 351788 1
149392 347713 1
152810 346040 1
147581 344238 1
145566 348412 1
145502 347577 1
151544 351539 1
149439 345216 1
149380 349283 1
154488 345713 1
150922 355786 1
150626 349695 1
155021 354360 1
147456 351303 1
152203 353079 1
152641 346632 1
149229 353880 1
150682 354638 1
146313 343097 1
146370 349082 1
150332 347981 1
152284 350721 1
158176 348142 1
147891 350667 1
150592 351938 1
149739 350744 1
143887 349016 1
148612 345804 1
144325 349614 1
152658 348627 1
147192 345695 1
150317 349855 1
148278 349168 1
150960 350700 1
148102 352932 1
151549 351968 1
152338 354342 1
155413 348247 1
149386 347218 1
143238 349025 1
147345 354087 1
154284 354530 1
146610 349265 1
153039 348426 1
150392 345255 1
154543 352568 1
143799 349452 1
149375 346232 1
146180 348565 1
159196 345163 1
152610 351614 1
154361 349889 1
146654 354798 1
148518 345574 1
149138 352967 1
153474 350799 1
149121 350172 1
152218 352477 1
143512 353106 1
148881 346518 1
147396 353889 1
145013 345694 1
151606 346781 1
150892 347973 1
150106 352328 1
145783 346212 1
153565 351410 1
151107 351407 1
149054 350390 1
150072 351752 1
149171 346227 1
144465 352617 1
149097 350267 1
147371 352034 1
146903 346596 1
146343 349798 1
148313 352593 1
143667 352558 1
153049 350040 1
151645 344332 1
149937 346543 1
149890 350677 1
147476 352247 1
153221 351779 1
149579 348030 1
147740 356836 1
154273 350655 1
149289 352652 1
148137 348506 1
149071 346399 1
147319 351888 1
146458 352911 1
157988 356532 1
155235 348859 1
150973 344975 1
146025 354691 1
147263 350557 1
149442 346398 1
152503 348491 1
145788 347034 1
142632 352916 1
145418 351405 1
151055 350869 1
151238 350880 1
151428 347558 1
149588 353084 1
150581 351148 1
148494 349028 1
152726 349691 1
145694 349249 1
151439 347353 1
147316 352064 1
148941 354275 1
151748 357959 1
153286 351914 1
146466 347059 1
153987 351031 1
152088 347040 1
149785 348049 1
149383 347865 1
149312 347309 1
149041 351094 1
150073 346498 1
150162 352116 1
152612 352764 1
154829 353747 1
151477 350083 1
149337 351881 1
151977 355871 1
150579 350225 1
146744 349115 1
153002 355877 1
150971 342203 1
150427 348606 1
151629 357810 1
150827 348599 1
147023 347939 1
149487 346090 1
149538 352449 1
148318 343193 1
155319 348017 1
147231 351507 1
148470 349842 1
147748 351738 1
146287 350027 1
149392 352082 1
149133 345863 1
154839 351170 1
149213 344992 1
146635 352128 1
155071 349530 1
153904 352452 1
149274 348236 1
145237 350558 1
148594 353176 1
149507 343722 1
150873 344212 1
149174 344152 1
151402 352810 1
151239 351399 1
146045 347394 1
147002 354417 1
147656 350199 1
148394 344847 1
148986 346692 1
150039 345645 1
140421 352047 1
148555 347964 1
153929 346706 1
146627 347847 1
152953 347664 1
151108 352795 1
149908 351493 1
150577 351009 1
145051 350813 1
149733 350108 1
155072 347522 1
150311 351735 1
150131 347429 1
147678 346395 1
149903 346611 1
150735 352809 1
151348 353222 1
148821 344348 1
149252 349459 1
156399 351433 1
142858 347365 1
157050 353099 1
151067 350907 1
153162 349835 1
144737 347720 1
148134 351944 1
149121 352584 1
151337 351610 1
144718 348717 1
151491 353047 1
146165 346763 1
150209 350475 1
152063 354600 1
151034 349507 1
153424 347687 1
153181 356433 1
147942 349017 1
150813 351471 1
147014 347173 1
145820 350487 1
152925 351762 1
150000 350014 1
149826 351009 1
152881 354078 1
151880 345770 1
151107 350758 1
153954 344130 1
152940 350383 1
150758 356150 1
147817 352743 1
147940 349772 1
153770 349313 1
144903 351152 1
149923 353318 1
143837 349430 1
153227 355403 1
152725 347705 1
150004 343715 1
149776 347623 1
142138 348587 1
151838 349011 1
143067 346641 1
142666 353474 1
150253 344940 1
147001 348153 1
151301 347080 1
152141 348722 1
152712 348175 1
147814 351287 1
151421 346866 1
150318 347450 1
152612 350579 1
151695 353580 1
152839 344449 1
149583 355621 1
149535 347190 1
153187 352357 1
143284 352631 1
148404 354003 1
145982 347970 1
148790 349956 1
152051 349694 1
152611 348355 1
146790 350534 1
148510 350979 1
150433 348935 1
149077 350324 1
150954 358508 1
151265 350103 1
147059 351941 1
149441 348489 1
143258 347665 1
153622 349274 1
148011 351577 1
146193 347097 1
149197 344090 1
145482 349716 1
149934 348620 1
148227 350704 1
156887 350955 1
153600 352654 1
142104 352045 1
151396 345969 1
145579 344761 1
149193 351500 1
150520 351016 1
152365 347281 1
149137 353807 1
154985 350602 1
148479 350237 1
151036 350965 1
152102 352583 1
150269 354824 1
152786 349454 1
151022 344657 1
147520 352941 1
144291 346510 1
155877 354501 1
148088 347954 1
150327 354726 1
151781 347642 1
150359 346535 1
147139 352725 1
148521 345563 1
149605 352102 1
154677 351845 1
147278 349277 1
152481 349174 1
150976 356572 1
149260 348748 1
146658 349067 1
149101 346956 1
149726 347413 1
145353 347699 1
150608 355440 1
147400 348512 1
149702 347799 1
151063 348696 1
147139 351962 1
149088 345769 1
151107 352084 1
144195 345231 1
153276 349916 1
157667 345018 1
153034 351990 1
149001 352080 1
151355 347972 1
146724 350672 1
155938 351106 1
152975 353945 1
152490 350653 1
147230 352994 1
151012 349734 1
148235 347784 1
149015 349782 1
148197 349193 1
146756 352450 1
147126 349536 1
149336 347287 1
144628 348976 1
151921 353932 1
149627 348657 1
152211 348149 1
150853 353181 1
151563 350475 1
145310 348390 1
146774 347353 1
148586 345202 1
150347 350517 1
153569 349359 1
149083 350912 1
153989 345816 1
151503 354309 1
153713 351904 1
150401 345111 1
147923 353118 1
145315 347683 1
150492 351000 1
152588 350949 1
149075 347144 1
148290 340826 1
149024 351587 1
146532 348577 1
148441 347963 1
149428 351261 1
150145 347844 1
149798 352092 1
151933 350668 1
150346 346915 1
155736 353207 1
150987 351592 1
155706 354510 1
147713 346963 1
151665 347350 1
149177 350904 1
151898 352289 1
151878 352793 1
143087 349329 1
145804 348838 1
145443 351598 1
151271 356308 1
154649 353248 1
148967 350163 1
152569 348449 1
151725 351745 1
146674 348144 1
151257 350876 1
147622 352211 1
154795 353388 1
149897 351840 1
155173 354853 1
148656 355690 1
151864 344216 1
149801 344384 1
143606 346458 1
146894 343403 1
151937 349070 1
149826 348924 1
146462 350434 1
148019 350702 1
150789 347920 1
146860 347127 1
153083 352805 1
147974 348596 1
155720 346258 1
146585 349691 1
150630 350705 1
145190 348226 1
147712 351859 1
148124 350523 1
151269 349457 1
152979 350159 1
150950 351537 1
148820 348493 1
152579 346939 1
152526 349763 1
150380 350444 1
151806 351784 1
151305 350036 1
146879 348249 1
152402 352117 1
147922 349435 1
148090 352348 1
150560 349773 1
149028 349883 1
149583 349669 1
151883 347290 1
153310 347414 1
149374 346913 1
151036 355719 1
149246 349295 1
150726 353032 1
151391 351238 1
148049 355655 1
150869 353004 1
151901 346330 1
150292 349000 1
155470 353353 1
148076 350714 1
147669 356894 1
144466 349296 1
152879 345405 1
152742 351671 1
149747 347106 1
152841 350440 1
150581 353450 1
150920 351062 1
150357 350979 1
151391 349519 1
150321 349571 1
158814 350557 1
146311 340824 1
144136 350651 1
146393 352755 1
146543 345571 1
148629 345074 1
149467 351901 1
149309 345188 1
151712 344887 1
151231 352606 1
152376 348179 1
155623 354479 1
153868 346321 1
145942 347661 1
142635 350024 1
152852 352014 1
144195 350891 1
150211 350624 1
150112 349288 1
157043 348882 1
149781 351490 1
148396 348622 1
150746 351401 1
150777 353500 1
150222 342945 1
148075 355485 1
146134 347625 1
151001 354242 1
145753 354457 1
146736 345052 1
154210 350978 1
148675 360774 1
149556 349280 1
152845 351815 1
149051 350946 1
153255 354315 1
148909 353322 1
153203 347342 1
151990 348819 1
149326 351013 1
147262 349542 1
146701 357646 1
149146 351295 1
148614 351238 1
148708 347235 1
153110 346197 1
149059 352405 1
153617 349741 1
148319 351874 1
153076 347691 1
148348 352654 1
150558 344350 1
153070 355236 1
148691 352533 1
148614 350208 1
156335 346980 1
153007 349050 1
148634 350664 1
152052 354005 1
148861 346634 1
152232 354298 1
154477 359157 1
144926 347934 1
153254 351800 1
154610 348393 1
150150 344613 1
155522 355179 1
150491 352233 1
146088 348002 1
143064 349663 1
148946 349171 1
152256 345626 1
151004 341031 1
151308 349981 1
148175 348362 1
150455 348231 1
144818 346820 1
147596 344042 1
147411 348099 1
151644 350672 1
149955 346655 1
146346 351052 1
149970 349139 1
147819 349463 1
147892 345293 1
152733 347868 1
150359 351326 1
151260 347641 1
152795 350788 1
150570 356280 1
151742 352676 1
152160 353480 1
153702 357797 1
151505 353849 1
154466 351698 1
150071 356147 1
149849 347138 1
155380 348392 1
148388 356189 1
149991 351429 1
152909 350158 1
150474 351489 1
154443 349613 1
153270 349408 1
150922 348875 1
147541 348011 1
151792 347210 1
145628 349374 1
150773 348269 1
152557 354792 1
150674 350808 1
152782 353492 1
156447 350205 1
152922 350036 1
150844 354043 1
152029 354824 1
151346 350238 1
145842 354910 1
148683 351365 1
153873 351547 1
149862 356883 1
151842 355016 1
146817 352536 1
150204 351286 1
151898 348496 1
145695 349207 1
151099 355843 1
149425 343582 1
147029 347699 1
149881 349394 1
144003 349867 1
143271 343714 1
146278 351292 1
146868 351983 1
146291 346671 1
144544 348639 1
150911 346273 1
144959 354607 1
150349 351210 1
152489 349459 1
149993 347087 1
150294 350340 1
148804 355180 1
145311 350397 1
149861 351098 1
153038 346527 1
155497 351072 1
148640 352306 1
144854 345139 1
150526 353603 1
151190 357876 1
149282 345026 1
146367 343134 1
156402 350412 1
142539 351642 1
148387 349582 1
145821 349083 1
147988 349819 1
151005 346751 1
150437 344871 1
147752 354751 1
152457 351166 1
151968 346460 1
152047 353590 1
148654 345783 1
153316 349948 1
152089 352540 1
157933 348148 1
153363 349237 1
153659 350459 1
150168 356160 1
145926 351037 1
148826 348626 1
147604 349051 1
148217 348940 1
151756 354287 1
148239 348929 1
147169 347226 1
148706 350628 1
149491 349651 1
151294 352625 1
146988 352718 1
151003 353521 1
150247 352061 1
154188 352409 1
149326 355921 1
149575 346308 1
146296 348537 1
145619 344229 1
150982 352991 1
149211 349989 1
151593 349217 1
147177 344303 1
156035 351181 1
150387 349221 1
153311 346068 1
149282 346286 1
149486 347551 1
152182 349431 1
151757 344988 1
146457 349073 1
145153 351453 1
146528 348468 1
145523 347356 1
150188 350976 1
148700 353334 1
148836 348478 1
145696 348101 1
152465 345729 1
151390 347063 1
149717 351878 1
153229 349965 1
147236 352129 1
151311 352239 1
151102 351293 1
151104 352523 1
147694 354563 1
151034 351918 1
148372 351177 1
147165 349581 1
146195 345711 1
153282 348739 1
147325 350758 1
149453 346448 1
146178 351091 1
149060 350921 1
139779 349293 1
146563 350605 1
145489 349624 1
146792 349610 1
149326 349905 1
148971 352822 1
156149 350330 1
148192 341509 1
149209 348391 1
145037 350120 1
148490 352869 1
145769 353920 1
150096 347047 1
152698 352664 1
151278 350876 1
147784 349123 1
144844 349562 1
154617 350373 1
156483 351090 1
150381 350786 1
146870 347574 1
153788 347091 1
148126 352851 1
148514 349160 1
152803 354731 1
145620 346654 1
143812 347512 1
151330 354605 1
151267 354556 1
150301 346792 1
151571 350807 1
153422 354562 1
153069 354500 1
148202 345777 1
152561 355348 1
150548 352137 1
148401 350555 1
146226 348913 1
152046 347165 1
148882 350187 1
150147 349207 1
147492 357018 1
145097 350108 1
150543 349509 1
149803 349936 1
153792 348451 1
152535 356772 1
153331 352337 1
147632 349999 1
147039 353238 1
145987 349494 1
151575 349850 1
158820 349131 1
152301 348293 1
147555 354804 1
152646 352683 1
146432 349917 1
145495 354912 1
152269 350301 1
147540 350667 1
150999 345632 1
154448 351940 1
151268 345573 1
152940 347184 1
144922 352479 1
152092 351314 1
156763 347932 1
151711 348918 1
145127 350320 1
149358 350628 1
148419 344457 1
151211 346327 1
151303 344552 1
151282 349900 1
148850 344470 1
148105 352019 1
148136 346650 1
152699 346789 1
144140 355048 1
149344 356738 1
150855 347508 1
147936 349677 1
151509 356327 1
149774 348278 1
147033 355107 1
150510 352630 1
149152 350090 1
148704 348759 1
147751 355102 1
150194 352257 1
144162 347425 1
148740 351110 1
148281 347066 1
147116 350180 1
152064 355026 1
147678 351441 1
151710 347781 1
153086 351403 1
149504 347755 1
150878 356441 1
152022 344558 1
149744 347899 1
151710 352598 1
146007 347020 1
153511 350407 1
146871 351747 1
144217 353379 1
154378 347521 1
149802 349446 1
151420 348658 1
148851 349526 1
146773 350840 1
140282 347082 1
151980 352716 1
149093 351252 1
149376 348451 1
151283 350997 1
145512 352648 1
147693 352894 1
153628 352465 1
151891 349985 1
145948 347644 1
143033 350008 1
148194 348353 1
150677 349023 1
152980 353208 1
150296 354583 1
146451 351520 1
150968 356557 1
146293 344818 1
146961 349768 1
147933 350093 1
146112 354691 1
149143 351492 1
147154 348696 1
149097 351653 1
148538 351875 1
148704 350445 1
148408 343461 1
153900 353609 1
151930 339207 1
150187 350363 1
145361 344655 1
144859 348369 1
143787 353779 1
158238 349208 1
153075 356340 1
150813 352530 1
146919 348916 1
146375 346795 1
151732 348613 1
154949 351673 1
144645 342006 1
148579 351793 1
149733 350853 1
143701 351947 1
152660 356708 1
148689 348850 1
156047 347519 1
148764 353588 1
151294 352944 1
146387 349189 1
148024 347935 1
146304 350414 1
151241 346569 1
154117 350620 1
148123 347805 1
151380 347560 1
148405 352886 1
150323 350128 1
153783 354629 1
150380 346620 1
146721 350428 1
147290 346437 1
149463 351893 1
149394 354046 1
147262 352947 1
150571 343401 1
154005 352546 1
149206 349948 1
149353 350987 1
143038 347581 1
147551 344560 1
145594 352369 1
148779 348282 1
151662 349129 1
154817 351011 1
155687 358550 1
149630 357180 1
148987 345750 1
152585 348767 1
151550 353262 1
152420 343719 1
152461 354160 1
145319 348540 1
151709 354574 1
149711 347203 1
147596 346857 1
147807 357063 1
154052 352255 1
147439 348769 1
146089 346359 1
150679 353540 1
156359 351712 1
150081 342885 1
150975 347255 1
147033 359048 1
155294 350492 1
150395 343748 1
151676 347374 1
146989 348378 1
152701 352456 1
151231 349611 1
146344 349954 1
150126 349956 1
148575 346836 1
150345 353725 1
149208 348771 1
149399 348482 1
146734 350287 1
148978 349687 1
152424 348601 1
155517 350952 1
146330 356281 1
157518 352455 1
154826 348421 1
150533 347317 1
149048 349153 1
147791 344820 1
152633 356008 1
147803 350423 1
148539 346193 1
152794 350659 1
151379 345596 1
152836 352116 1
151596 349589 1
148732 350005 1
148375 350976 1
152518 352938 1
147878 347240 1
153753 345759 1
152500 349923 1
150910 347502 1
150010 351338 1
151156 344280 1
161152 353817 1
149644 350928 1
145078 346010 1
156056 349607 1
151929 352829 1
147951 357430 1
158277 349723 1
151742 354522 1
150930 347385 1
147540 350405 1
146632 349010 1
144408 350511 1
148663 348299 1
146670 345195 1
152048 349353 1
148996 351283 1
155594 348967 1
154777 349898 1
150519 351317 1
149106 351607 1
153643 348056 1
146374 348793 1
152130 352952 1
147884 350829 1
148734 345632 1
147876 354658 1
151820 348242 1
147539 347556 1
146637 345184 1
151749 349830 1
148661 349543 1
151143 349099 1
148887 347247 1
150852 344860 1
141890 358668 1
151473 354870 1
155861 349457 1
153287 349967 1
152881 351417 1
149242 349886 1
150572 348263 1
150772 353016 1
150305 346449 1
147374 355896 1
148886 344341 1
149447 348927 1
148480 352594 1
152646 350636 1
158027 346073 1
145815 352482 1
150406 350554 1
145439 346981 1
154119 351682 1
154459 352825 1
144743 356347 1
156146 350320 1
146570 348731 1
150717 348483 1
153475 344284 1
150465 351687 1
157260 344262 1
158704 350021 1
150437 349178 1
143969 352056 1
148846 341165 1
147318 352620 1
147582 348124 1
146434 345575 1
150247 349997 1
156662 351400 1
147736 348439 1
149113 345288 1
153689 354165 1
153835 351004 1
151535 347929 1
153245 354152 1
152753 351431 1
148793 345891 1
151356 352090 1
149054 344256 1
147154 346387 1
152007 350678 1
150213 351315 1
149408 350163 1
150923 344010 1
153123 352888 1
151243 354094 1
150615 353734 1
150885 348294 1
150162 348777 1
147551 346554 1
152488 351036 1
154455 351239 1
148311 347404 1
156096 353503 1
149443 352626 1
149229 351991 1
147162 347345 1
147494 345538 1
146986 351751 1
151119 354665 1
155050 346446 1
151668 343219 1
152701 354789 1
154243 350230 1
142096 352915 1
149470 353048 1
151116 346277 1
152268 348868 1
145874 346960 1
146819 350247 1
152500 353920 1
149631 350139 1
151749 343567 1
146962 353583 1
144833 349492 1
152407 348795 1
153774 343760 1
155161 351693 1
145155 350287 1
145773 350643 1
145339 346142 1
149868 347689 1
148054 346922 1
154156 356040 1
145399 346959 1
144490 348830 1
150649 347264 1
153772 353243 1
147461 349708 1
145998 349829 1
149528 352909 1
144825 351607 1
150055 352478 1
152620 343551 1
150689 350761 1
143962 352437 1
148302 350931 1
149045 352742 1
155735 357248 1
152893 354218 1
149819 346448 1
154141 347802 1
146696 349286 1
148899 347868 1
154467 350198 1
154751 354339 1
152310 348559 1
151552 349255 1
148147 349099 1
152356 352358 1
147381 353000 1
151817 349711 1
150891 349091 1
153603 353298 1
148653 352141 1
152012 351737 1
152508 360528 1
147159 349816 1
150494 351123 1
155051 350242 1
150356 351975 1
149024 348251 1
151444 353315 1
149130 355668 1
151401 350408 1
149574 349742 1
149942 348221 1
151457 348656 1
154308 345071 1
151429 349974 1
155213 347748 1
143586 353310 1
148579 350348 1
150746 350247 1
147359 354136 1
145965 344010 1
151951 351232 1
151938 346865 1
150915 348067 1
151250 350938 1
147247 352530 1
148426 347210 1
149663 351707 1
147825 354371 1
151049 347414 1
157479 347626 1
148475 349811 1
152047 352177 1
146729 349678 1
154236 347855 1
146935 350056 1
150660 350718 1
148044 348406 1
151619 346636 1
150036 351373 1
149861 350040 1
159326 349790 1
148008 347815 1
149852 348411 1
158484 348120 1
146374 346365 1
151749 354156 1
146596 348900 1
153259 344886 1
151036 348567 1
152062 353543 1
149118 348219 1
150775 355670 1
154656 348013 1
142805 346911 1
144835 346233 1
151314 353793 1
147929 347968 1
149063 351219 1
145266 344341 1
147139 347912 1
148722 351946 1
147705 345742 1
147260 349884 1
148666 351592 1
147019 355298 1
154243 352441 1
146874 352666 1
155749 349460 1
148816 348060 1
145409 349719 1
148044 346994 1
152955 353826 1
153339 352775 1
150507 353079 1
150909 354058 1
152001 349861 1
145386 347723 1
148160 351470 1
144213 353046 1
148580 352559 1
153002 353275 1
152269 354966 1
157235 351653 1
150527 353841 1
143181 349281 1
155342 353018 1
154055 345989 1
148158 354668 1
150704 344486 1
152465 350894 1
151217 349032 1
152202 346574 1
149644 351021 1
149877 351033 1
150279 354468 1
147503 350181 1
154500 352267 1
150020 350767 1
152171 354835 1
147296 353287 1
146600 349694 1
149712 350362 1
149201 355519 1
153778 349624 1
151917 352891 1
151709 347407 1
145431 347146 1
146940 352409 1
150639 352104 1
148900 353219 1
154080 348416 1
154241 353627 1
148163 350357 1
152767 350127 1
154413 355756 1
151015 354623 1
155134 343431 1
153360 351458 1
150677 347392 1
152773 349335 1
150615 348066 1
148688 354980 1
151134 354018 1
150115 351759 1
148847 352098 1
155600 352002 1
150700 352222 1
158634 351654 1
149063 349345 1
151784 351776 1
155005 349525 1
158631 349622 1
150960 349247 1
147501 349473 1
152541 350279 1
145826 357549 1
149134 346065 1
150860 346714 1
154710 351245 1
154545 350295 1
149913 347694 1
152922 351321 1
148984 352268 1
152091 346579 1
156057 349322 1
150496 345997 1
149050 350168 1
148419 350357 1
152266 352374 1
154229 347005 1
156722 351608 1
150171 349566 1
150516 354431 1
147999 350765 1
155098 348820 1
149761 349256 1
148503 348163 1
156907 355218 1
152561 348648 1
152265 345171 1
146820 349049 1
151372 353735 1
151645 352251 1
146546 350171 1
149286 355546 1
148720 348023 1
151669 350982 1
146816 346938 1
153444 347865 1
155644 349481 1
149039 351942 1
149972 356460 1
151602 352674 1
153805 347010 1
151651 349520 1
151256 348381 1
148473 348926 1
149268 353640 1
151940 351381 1
155322 353652 1
151797 352078 1
146186 347124 1
151369 353066 1
149709 345722 1
149228 352439 1
149307 351817 1
147218 353184 1
148986 345431 1
147519 349111 1
148846 349941 1
150371 350353 1
150551 352813 1
149318 352136 1
149517 352003 1
150107 350572 1
151449 355418 1
154053 349382 1
151961 350514 1
149093 348095 1
151891 349996 1
149224 352205 1
144369 345575 1
142577 349858 1
144581 347146 1
149250 352406 1
148041 343620 1
147723 343619 1
150129 355124 1
147916 349321 1
148006 343608 1
151928 344887 1
152474 349974 1
157705 351738 1
150956 351158 1
150184 353376 1
148184 350866 1
149383 349707 1
149840 353281 1
144448 355923 1
149186 350003 1
152370 349480 1
148195 353087 1
151563 348560 1
153135 345647 1
153406 350006 1
152457 351017 1
142854 349744 1
148215 346304 1
152851 348407 1
151248 347987 1
150015 353007 1
151382 349727 1
153574 352401 1
150486 351932 1
147601 349154 1
149430 343711 1
149343 351076 1
152836 352499 1
151304 347762 1
151731 350120 1
150467 348657 1
148854 355239 1
150193 349923 1
150685 350710 1
145579 346261 1
150566 347743 1
152933 346025 1
149652 352258 1
154972 352408 1
151772 347571 1
148671 358953 1
149513 352843 1
149130 351190 1
150762 356105 1
152387 342512 1
149077 349621 1
151450 350067 1
155551 351184 1
152946 347028 1
152610 351927 1
147423 342766 1
148311 350169 1
150767 351458 1
149682 349839 1
144861 350632 1
145211 347118 1
153245 352054 1
147603 348581 1
156572 345437 1
142973 348321 1
151419 348191 1
150002 346776 1
147609 351350 1
151279 350255 1
147490 348947 1
152719 348548 1
150211 355296 1
144816 353172 1
142332 348638 1
149102 350183 1
153623 355121 1
150573 355700 1
150172 353486 1
152175 349192 1
145594 347726 1
154507 352816 1
147173 347000 1
150119 346643 1
148850 348767 1
150473 353055 1
143851 349886 1
154819 351253 1
151726 353712 1
156356 351374 1
154480 346866 1
150036 352653 1
147030 351202 1
144501 349172 1
150054 348706 1
150693 348356 1
153307 350255 1
146993 347181 1
152513 348640 1
150226 345345 1
147553 348123 1
152448 348064 1
150840 351902 1
149257 354504 1
155937 353852 1
151927 353486 1
149651 352093 1
150877 351808 1
150275 352387 1
150549 347759 1
151434 352765 1
148092 346038 1
147480 351695 1
151140 347495 1
155961 347543 1
149030 348476 1
146797 345581 1
149246 349975 1
148469 353342 1
148965 349112 1
151504 351710 1
149589 350469 1
148120 353625 1
148597 349362 1
145818 350504 1
147282 357493 1
145532 353160 1
148368 346899 1
146569 353180 1
147764 346868 1
149046 349936 1
146204 350531 1
149939 352731 1
151076 348858 1
146954 351388 1
153523 355921 1
144984 343503 1
148761 346488 1
145305 353290 1
148910 348966 1
145813 349461 1
148182 352725 1
147658 356760 1
146253 345529 1
143470 346487 1
151787 349935 1
156325 350634 1
157031 351039 1
148444 348861 1
149855 353823 1
148527 346991 1
150240 350666 1
147095 352824 1
143930 350574 1
149885 348031 1
146126 349992 1
143984 348400 1
157508 348864 1
149262 354184 1
151277 349506 1
153771 348558 1
144672 347089 1
151306 350512 1
151587 345452 1
150263 344847 1
150499 350657 1
148330 345775 1
152287 348971 1
147312 352171 1
147482 352650 1
152294 355089 1
155333 347357 1
148778 352573 1
148403 350864 1
151290 354070 1
153391 351032 1
153061 352871 1
150854 353671 1
147994 348504 1
151991 348748 1
149749 345793 1
154354 350160 1
145547 350673 1
150447 347706 1
154078 350634 1
148435 348722 1
148024 348444 1
147048 352157 1
149119 352480 1
149366 353550 1
150432 346629 1
147207 349292 1
150261 352087 1
148090 345739 1
148834 355946 1
147349 350469 1
149107 348196 1
161289 354379 1
160776 352264 1
153627 350706 1
152490 348109 1
145958 344041 1
148151 346783 1
148041 347773 1
151693 351593 1
151527 352086 1
150343 347563 1
148924 352498 1
147072 351807 1
150017 349607 1
153602 347367 1
151351 352942 1
150572 349649 1
152079 347019 1
151848 350979 1
144888 351136 1
150059 345407 1
148653 355738 1
143568 342595 1
145799 344435 1
148988 353750 1
152610 351284 1
149275 348578 1
150829 350119 1
147160 352017 1
143178 346587 1
150297 352950 1
146992 351893 1
153708 350229 1
155487 351150 1
148825 347904 1
153772 347682 1
153016 349079 1
145525 352789 1
149895 349235 1
150826 348662 1
151654 347084 1
152140 346648 1
152133 350283 1
152145 353488 1
149012 353776 1
151199 351882 1
142876 348315 1
146305 348474 1
153801 351531 1
147911 352741 1
151036 353169 1
154769 343810 1
147189 349573 1
146966 346655 1
148442 348361 1
151395 355599 1
149352 347489 1
146908 344393 1
145026 350060 1
148829 349491 1
149301 348623 1
148308 352598 1
149172 351698 1
146536 350836 1
151737 349302 1
143123 350414 1
150457 349129 1
152116 350797 1
147316 351546 1
149819 351051 1
150923 347975 1
148056 348116 1
149957 346723 1
151303 353268 1
147036 349622 1
152641 348197 1
153461 352479 1
151016 348494 1
150048 351408 1
146318 354404 1
151565 353107 1
146155 349112 1
155031 350145 1
151665 356262 1
150837 349546 1
148755 350823 1
143118 350337 1
146219 352532 1
151155 350793 1
157629 351915 1
152341 351248 1
150980 358559 1
148286 352585 1
150387 347281 1
153043 346474 1
149197 344839 1
155982 356388 1
