2 6
221.812 95.017 1
225.775 182.016 1
150.816 38.932 1
202.83 59.569 1
505.184 78.09 2
372.135 54.532 6
402.974 152.485 5
265.846 156.805 3
87.424 122.912 1
423.587 303.122 4
501.615 182.664 2
276.358 67.304 6
274.274 127.919 3
189.867 194.476 1
401.798 104.117 5
204.032 58.14 1
219.97 275.523 3
215.926 109.173 1
544.536 153.228 2
545.335 209.331 2
277.588 118.246 3
218.899 250.219 3
226.056 120.684 1
549.72 180.002 2
199.91 276.138 3
70.336 206.401 1
61.004 100.905 1
121.46 76.32 1
564.699 201.604 2
289.307 224.518 3
206.908 146.298 1
36.775 70.015 1
496.279 160.412 2
516.99 70.312 2
339.785 263.169 4
225.919 79.082 1
360.173 211.24 5
366.281 58.453 6
424.911 136.616 5
548.374 145.423 2
387.816 113.754 5
451.851 273.096 4
283.041 48.144 6
404.426 257.584 4
402.473 220.734 5
142.244 231.23 3
145.981 227.062 3
284.207 264.682 3
337.814 257.344 4
105.433 51.442 1
545.224 225.051 2
208.39 75.332 1
345.174 203.872 5
273.892 219.989 3
289.349 173.746 3
564.371 89.732 2
412.708 116.077 5
271.723 132.409 3
421.483 211.5 5
264.535 268.02 3
489.466 162.87 2
89.892 213.235 1
543.459 286.915 2
223.421 68.188 1
392.942 135.414 5
68.3 187.684 1
489.808 165.391 2
69.912 147.278 1
390.704 47.81 6
287.982 216.134 3
139.629 129.984 3
147.277 106.36 3
541.437 127.388 2
400.451 123.732 5
218.243 155.307 1
202.481 72.198 1
168.03 261.266 3
619.125 69.594 2
436.71 270.841 4
154.612 215.952 3
80.825 214.631 1
371.254 171.54 5
424.859 180.2 5
93.01 97.034 1
189.403 262.306 3
523.783 156.403 2
381.271 68.85 6
256.622 247.915 3
149.822 273.041 3
183.73 260.953 3
331.836 118.96 6
424.649 195.049 5
220.881 157.615 1
285.416 275.282 3
269.653 164.266 3
291.616 250.157 3
414.296 274.464 4
537.829 47.89 2
460.194 53.077 2
554.737 172.769 2
434.063 300.112 4
501.874 52.793 2
227.224 158.392 1
373.741 163.036 5
288.677 27.166 6
280.085 239.257 3
277.212 143.406 3
422.905 216.331 5
271.05 123.363 3
616.099 180.867 2
259.848 138.881 3
264.356 244.202 3
515.554 127.195 2
83.997 48.472 1
539.467 94.117 2
143.67 124.127 3
414.031 205.598 5
565.844 142.675 2
137.482 266.582 3
167.116 273.621 3
527.074 153.166 2
563.409 113.121 2
161.46 81.219 1
369.475 192.703 5
399.171 173.39 5
200.938 48.734 1
537.911 236.192 2
191.44 74.565 1
495.972 148.302 2
73.047 69.908 1
87.688 201.999 1
88.924 82.487 1
157.252 125.512 3
315.095 66.235 6
558.548 54.449 2
221.786 266.627 3
405.842 221.52 5
246.72 238.215 3
584.501 196.109 2
556.92 55.392 2
518.387 180.202 2
225.216 143.942 1
354.427 241.69 4
507.591 78.817 2
352.204 183.116 5
488.375 60.949 2
544.979 153.479 2
616.435 71.612 2
229.092 122.441 1
497.333 164.131 2
133.772 267.61 3
337.778 139.573 6
466.364 264.54 4
106.293 108.943 1
370.031 59.179 6
543.581 123.6 2
415.418 45.093 6
201.083 207.114 1
384.669 200.023 5
385.501 138.544 5
533.127 122.262 2
213.603 212.639 1
69.39 58.307 1
323.787 76.213 6
259.073 275.682 3
296.312 71.642 6
268.604 245.288 3
382.76 280.609 4
379.268 203.693 5
91.368 73.508 1
67.342 162.85 1
458.8 130.406 2
344.021 118.731 6
360.39 211.813 5
274.824 156.925 3
528.94 69.174 2
423.186 247.752 4
576.202 111.949 2
176.015 265.404 3
343.785 130.517 6
116.119 69.62 1
326.781 68.027 6
347.413 225 5
534.888 213.374 2
192.594 177.709 1
154.552 83.04 1
153.338 174.564 3
159.706 266.638 3
542.564 168.458 2
197.911 186.554 1
418.171 128.664 5
153.492 279.491 3
389.443 142.232 5
90.458 148.665 1
375.487 46.979 6
150.059 244.69 3
264.854 215.569 3
146.003 159.863 3
405.241 69.778 6
460.356 67.176 2
467.384 180.947 2
403.098 110.322 5
513.355 118.451 2
425.588 61.138 6
142.858 48.989 1
37.889 71.116 1
284.422 254.266 3
494.172 63.684 2
107.035 285.398 3
228.774 69.528 1
461.82 274.222 4
387.88 274.058 4
134.993 212.268 3
221.29 96.491 1
73.657 65.095 1
594.407 213.655 2
133.477 224.637 3
517.346 295.872 4
67.881 256.185 3
505.941 58.593 2
542.097 184.73 2
223.242 319.336 3
530.497 46.64 2
213.016 128.927 1
205.339 156.645 1
233.566 237.54 3
410.615 258.216 4
153.492 180.065 3
141.671 76.371 1
524.553 165.862 2
467.214 264.064 4
148.02 164.329 3
558.398 81.553 2
400.393 219.72 5
350.661 139.521 6
525.979 82.228 2
215.945 177.51 1
286.676 235.27 3
280.405 215.079 3
223.25 261.005 3
119.319 46.569 1
290.912 272.586 3
378.198 259.62 4
138.457 47.67 1
403.606 44.677 6
344.885 130.862 6
447.529 259.095 4
209.339 95.321 1
554.961 217.301 2
145.308 85.19 1
72.981 83.26 1
392.256 170.957 5
79.999 186.68 1
130.169 226.162 3
149.199 263.167 3
219.119 182.086 1
206.257 251.033 3
371.322 209.391 5
565.026 124.321 2
178.876 74.915 1
293.772 203.165 3
270.893 161.321 3
80.168 194.88 1
204.113 153.133 1
383.214 247.853 4
259.765 126.156 3
419.657 65.945 6
634.957 52.854 2
431.49 264.491 4
406.998 246.19 4
277.989 205.15 3
630.38 115.35 2
554.848 85.686 2
66.374 127.314 1
344.823 55.803 6
412.154 78.269 6
330.069 281.017 4
260.336 178.318 3
147.856 264.793 3
149.651 152.238 3
387.1 50.096 6
446.382 85.062 6
129.001 275.304 3
77.414 158.491 1
153.93 126.665 3
631.591 312.364 2
204.827 270.391 3
137.517 108.779 3
94.354 215.957 1
228.216 240.671 3
401.637 105.728 5
322.621 78.267 6
94.741 52.376 1
291.479 134.822 3
417.811 101.588 5
227.435 248.346 3
280.471 257.468 3
560.134 192.854 2
147.064 258.055 3
369.891 64.986 6
290.599 211.243 3
192.133 48.195 1
88.632 193.702 1
229.732 82.604 1
123.041 85.127 1
410.18 209.501 5
279.606 184.71 3
394.184 66.892 6
133.354 133.918 3
350.711 187.367 5
147.923 165.705 3
363.25 92.216 6
291.718 209.782 3
290.599 72.656 6
561.962 87.594 2
152.576 47.124 1
332.548 135.456 6
556.089 23.54 2
352.762 138.62 6
191.361 182.649 1
484.556 160.297 2
167.651 259.893 3
61.633 86.042 1
460.878 251.68 4
200.84 169.128 1
394.834 130.863 5
201.585 198.491 1
215.08 117.963 1
215.751 151.002 1
220.952 71.133 1
347.067 245.575 4
126.486 142.093 3
46.026 144.739 1
164.13 54.817 1
550.029 117.911 2
426.225 270.431 4
519.531 129.794 2
379.121 254.881 4
572.763 90.349 2
542.702 171.486 2
533.587 193.6 2
353.604 121.234 6
153.577 225.175 3
131.818 196.413 3
338.059 70.676 6
502.425 53.132 2
279.089 245.427 3
424.962 273.664 4
541.892 207.897 2
288.184 263.429 3
363.827 265.306 4
434.536 247.975 4
51.202 180.126 1
306.924 75.287 6
357.175 95.026 6
550.997 243.846 2
225.038 176.439 1
494.728 143.432 2
350.782 45.568 6
208.753 164.191 1
534.01 104.303 2
523.878 92.525 2
208.278 130.828 1
571.587 223.68 2
421.788 65.191 6
152.784 150.06 3
478.485 226.633 4
388.643 121.815 5
145.311 193.749 3
336.64 148.961 6
147.827 77.153 1
217.384 96.016 1
83.202 190.785 1
300.021 75.656 6
509.887 134.425 2
258.35 256.755 3
289.982 171.156 3
326.081 125.186 6
234.963 71.14 1
476.751 215.146 2
266.122 269.04 3
155.977 77.838 1
420.946 145.487 5
509.158 93.235 2
269.45 56.583 6
280.295 194.453 3
216.378 255.732 3
354.207 259.14 4
600.409 163.735 2
308.861 64.675 6
550.972 215.511 2
277.112 200.836 3
504.632 119.873 2
558.011 213.446 2
218.72 179.431 1
279.444 193.006 3
223.894 202.671 1
133.828 129.865 3
110.659 48.998 1
483.613 236.254 4
415.625 270.712 4
467.177 160.786 2
409.835 184.817 5
88.906 177.535 1
234.054 69.396 1
142.123 234.205 3
511.355 95.765 2
399.603 81.34 6
276.673 242.271 3
334.146 284.044 4
374.618 81.621 6
80.271 83.59 1
516.803 178.258 2
207.09 70.063 1
523.571 169.846 2
413.615 53.313 6
556.515 102.585 2
473.569 57.638 2
549.435 209.464 2
371.697 272.552 4
529.762 76.723 2
205.227 246.668 3
226.211 145.084 1
363.538 99.552 6
384.507 114.07 5
184.154 271.151 3
179.343 85.668 1
384.1 102.048 5
408.507 43.808 6
402.252 213.079 5
361.722 242.738 4
116.976 82.377 1
458.59 289.986 4
566.192 235.924 2
212.968 111.195 1
521.856 119.299 2
197.769 154.941 1
294.107 256.372 3
407.636 67.966 6
217.485 190.594 1
142.425 169.315 3
213.616 144.545 1
281.668 64.198 6
316.955 53.68 6
611.901 94.149 2
515.021 205.44 2
561.765 185.146 2
290.116 119.855 3
148.061 151.3 3
238.884 251.554 3
187.236 251.004 3
421.539 206.07 5
499.836 182.498 2
333.297 67.385 6
395.483 272.715 4
80.97 216.709 1
425.303 252.941 4
419.815 259.24 4
198.391 122.152 1
547.831 197.477 2
358.086 59.121 6
422.625 108.048 5
82.024 94.299 1
393.754 156.3 5
386.413 207.781 5
330.976 247.005 4
525.497 303.835 4
211.924 296.12 3
472.797 65.192 2
550.547 256.925 2
86.283 66.421 1
482.707 274.638 4
322.533 65.029 6
84.397 199.468 1
323.149 25.094 6
132.521 198.968 3
519.081 192.127 2
203.091 178.294 1
264.012 247.958 3
342.74 280.43 4
287.651 69.627 6
353.447 109.286 6
513.723 166.886 2
173.961 83.423 1
72.469 113.909 1
446.249 123.562 5
398.233 134.742 5
158.584 242.587 3
493.073 129.182 2
495.59 133.187 2
70.126 94.395 1
224.886 114.947 1
364.425 60.943 6
491.794 52.014 2
226.804 113.42 1
109.517 281.655 3
559.001 142.851 2
78.025 187.731 1
203.026 275.708 3
353.219 281.037 4
197.681 245.843 3
554.24 65.097 2
63.911 59.246 1
60.266 66.892 1
286.357 255.755 3
455.714 257.773 4
273.742 106.527 3
215.922 200.166 1
205.102 215.964 1
432.223 275.736 4
516.308 68.135 2
550.304 222.013 2
486.712 71.213 2
229.924 157.998 1
492.849 72.718 2
292.391 244.165 3
325.305 280.857 4
216.549 140.222 1
418.192 215.598 5
200.799 201.183 1
284.629 204.29 3
268.85 245.107 3
220.207 121.188 1
173.811 130.487 3
517.594 96.478 2
261.165 194.833 3
61.004 79.416 1
71.369 203.86 1
414.986 318.352 4
347.066 271.847 4
69.88 215.567 1
149.655 235.922 3
264.698 231.712 3
500.374 71.338 2
351.678 62.954 6
575.269 93.381 2
260.19 140.643 3
602.716 73.91 2
542.158 47.147 2
88.399 212.443 1
220.291 210.706 1
358.91 149.916 6
62.165 168.395 1
75.541 166.697 1
150.848 125.786 3
107.168 70.819 1
337.409 268.332 4
64.657 54.803 1
77.251 200.846 1
397.515 157.147 5
412.723 137.78 5
495.941 81.677 2
540.797 108.446 2
175.75 85.95 1
545.314 106.726 2
207.867 243.158 3
224.747 123.255 1
397.417 57.349 6
514.872 185.131 2
458.995 262.931 4
345.529 99.793 6
69.801 59.326 1
39.441 88.051 1
83.352 177.713 1
78.885 178.132 1
491.757 156.937 2
127.081 66.05 1
329.66 278.602 4
569.869 245.238 2
197.643 139.958 1
201.464 47.782 1
108.601 61.827 1
156.992 124.172 3
161.732 186.49 3
104.151 69.683 1
18.002 296.274 3
196.171 268.661 3
127.226 129.435 3
416.785 58.725 6
518.163 70.306 2
268.174 79.152 6
514.856 203.009 2
349.292 67.574 6
146.664 125.167 3
398.97 186.104 5
368.383 73.977 6
380.351 271.92 4
102.271 49.523 1
75.187 122.784 1
348.201 239.961 4
344.229 97.662 6
535.874 44.97 2
287.668 198.734 3
524.597 99.436 2
588.155 158.103 2
569.566 232.117 2
267.022 214.467 3
559.561 225.188 2
277.99 217.576 3
403.419 272.483 4
201.538 186.804 1
60.66 56.916 1
153.214 164.862 3
419.579 109.931 5
208.245 76.134 1
408.865 193.317 5
504.253 180.144 2
410.327 249.085 4
147.83 143.212 3
339.817 156.127 6
358.973 71.461 6
489.145 165.707 2
537.526 210.846 2
391.472 267.171 4
85.792 73.969 1
108.282 81.346 1
388.528 114.938 5
131.456 51.794 1
399.669 136.672 5
199.119 108.886 1
209.731 160.802 1
275.144 275.938 3
79.379 48.553 1
251.618 35.381 1
473.178 247.637 4
558.519 178.299 2
541.971 60.065 2
65.867 198.91 1
92.309 56.044 1
455.014 121.048 2
325.467 124.003 6
215.562 55.317 1
553.903 101.419 2
368.523 205.616 5
379.074 243.887 4
271.564 190.7 3
205.973 156.249 1
390.68 191.052 5
361.025 80.888 6
434.574 273.13 4
571.201 76.892 2
242.838 254.59 3
274.691 157.7 3
151.521 79.5 1
478.623 275.46 4
125.753 175.505 3
480.189 74.162 2
459.399 253.911 4
276.159 117.31 3
104.445 49.827 1
548.475 75.564 2
73.333 151.213 1
492.438 130.692 2
481.217 78.434 2
561.667 185.233 2
496.875 132.725 2
499.8 76.371 2
569.189 113.514 2
560.178 71.477 2
467.709 68.916 2
468.29 194.759 2
475.635 236.896 4
412.936 212.713 5
53.093 193.82 1
415.333 135.025 5
523.486 123.115 2
390.17 155.221 5
397.839 115.135 5
554.365 184.05 2
543.266 126.736 2
404.246 123.979 5
342.388 146.859 6
533.779 291.338 2
171.476 135.807 3
283.355 111.436 3
219.481 239.174 3
80.915 190.14 1
259.616 206.379 3
79.948 173.321 1
404.883 280.913 4
169.63 257.895 3
557.15 136.398 2
87.74 107.651 1
147.914 251.274 3
217.025 56.208 1
422.679 276.143 4
527.646 187.477 2
24.55 153.837 1
557.478 113.741 2
84.288 91.325 1
363.107 266.285 4
417.227 118.392 5
346.876 273.544 4
255.119 254.615 3
216.022 131.951 1
94.652 150.251 1
260.205 112.299 3
276.119 133.02 3
311.315 226.982 3
337.334 37.743 6
162.988 254.934 3
524.322 212.404 2
61.886 159.762 1
364.262 154.381 6
221.966 84.365 1
218.027 189.225 1
173.146 273.542 3
582.207 73.766 2
91.335 113.99 1
472.985 190.003 2
214.585 163.478 1
546.085 237.443 2
339.459 153.665 6
315.106 58.259 6
363.918 195.026 5
349.798 127.554 6
153.469 171.592 3
501.613 142.603 2
503.001 49.285 2
136.839 118.946 3
247.244 248.746 3
259.307 124.203 3
198.034 79.151 1
284.038 222.837 3
483.969 278.884 4
453.714 266.86 4
499.848 141.688 2
63.426 81.056 1
196.305 105.213 1
487.638 149.632 2
402.793 136.734 5
259.285 271.831 3
388.745 198.366 5
552.003 144.521 2
306.715 44.197 6
204.765 178.604 1
493.495 80.028 2
536.959 237.683 2
541.557 170.906 2
373.124 191.568 5
143.997 260.291 3
547.748 260.787 2
145.413 134.021 3
221.483 117.691 1
143.76 62.851 1
86.468 276.19 3
59.906 134.465 1
318.588 75.4 6
263.646 267.212 3
386.378 180.394 5
210.034 137.122 1
542.03 218.657 2
380.54 217.588 5
375.549 212.609 5
374.456 184.884 5
486.789 147.376 2
315.803 45.083 6
195.441 128.903 1
183.462 56.708 1
264.289 199.217 3
406.706 139.324 5
384.283 241.573 4
565.385 246.927 2
94.456 79.462 1
354.705 148.16 6
134.035 270.36 3
131.587 267.355 3
177.086 109.454 1
336.108 276.117 4
394.167 252.934 4
195.989 197.909 1
63.659 163.31 1
71.4 139.913 1
182.017 81.1 1
288.481 259.297 3
227.679 139.28 1
545.689 74.203 2
504.901 141.692 2
414.643 184.557 5
384.815 243.263 4
347.087 50.041 6
541.625 241.244 2
34.454 60.84 1
127.347 137.868 3
199.275 276.578 3
344.224 261.82 4
250.342 113.584 3
195.014 185.797 1
539.118 199.539 2
410.959 150.048 5
220.807 87.946 1
267.444 72.261 6
549.865 241.712 2
509.842 177.705 2
318.591 73.925 6
190.849 242.915 3
190.148 101.682 1
532.144 169.727 2
224.808 243.448 3
519.39 176.703 2
86.321 301.344 3
215.887 298.308 3
222.153 239.231 3
410.339 254.329 4
418.156 210.19 5
272.95 254.606 3
519.545 129.738 2
206.801 144.411 1
566.065 115.461 2
556.976 179.287 2
121.504 67.869 1
150.147 76.747 1
466.763 153.809 2
208.808 165.647 1
222.161 138.463 1
377.394 80.367 6
206.892 310.901 3
528.759 67.716 2
262.396 204.21 3
129.417 168.61 3
552.683 175.132 2
214.535 119.446 1
557.208 79.646 2
530.965 63.236 2
418.444 200.322 5
238.047 261.703 3
201.217 265.071 3
188.839 251.476 3
166.651 47.139 1
264.701 49.109 6
348.708 264.786 4
421.765 147.291 5
205.848 124.319 1
401.527 94.902 5
224.155 203.642 1
525.804 300.697 4
315.523 47.177 6
466.584 159.522 2
156.13 234.999 3
40.594 101.44 1
421.078 169.317 5
347.307 94.456 6
377.41 275.057 4
228.194 60.68 1
340.11 47.505 6
405.384 43.504 6
128.266 110.805 3
258.291 271.581 3
463.857 277.719 4
143.76 173.415 3
337.943 79.388 6
208.768 191.12 1
218.174 169.87 1
440.354 71.042 6
567.44 254.651 2
120.374 69.637 1
291.014 43.14 6
142.111 79.349 1
281.903 275.227 3
65.189 194.559 1
265.601 240.356 3
205.206 50.705 1
72.794 78.228 1
140.844 137.3 3
190.788 75.969 1
278.528 81.328 6
517.686 307.463 4
415.431 255.132 4
90.285 88.481 1
283.963 174.407 3
418.147 122.465 5
410.948 205.373 5
548.561 176.338 2
39.836 88.721 1
567.103 216.972 2
67.875 208.449 1
377.47 212.736 5
211.217 107.484 1
232.098 257.044 3
570.518 251.044 2
537.054 99.6 2
492.822 151.568 2
126.899 163.571 3
514.879 227.257 2
560.119 189.217 2
294.914 120.578 3
163.872 153.646 3
254.252 245.615 3
422.706 177.881 5
22.137 23.497 1
153.044 226.544 3
395.057 50.816 6
404.819 250.744 4
468.674 165.484 2
387.946 78.325 6
211.73 245.554 3
495.527 79.616 2
540.445 180.337 2
190.521 179.966 1
67.157 178.634 1
174.127 227.546 3
487.325 73.155 2
338.961 262.146 4
327.824 76.202 6
264.788 148.672 3
322.578 298.976 4
411.801 149.752 5
456.819 125.885 2
545.801 167.888 2
381.32 258.931 4
77.082 148.806 1
438.205 247.067 4
277.219 217.202 3
153.108 141.308 3
72.744 176.62 1
78.191 153.043 1
385.004 255.349 4
364.96 114.801 6
84.214 146.275 1
357.401 141.967 6
392.569 209.086 5
272.731 209.088 3
513.608 131.033 2
287.792 55.099 6
281.524 240.627 3
383.039 244.185 4
548.194 65.577 2
200.833 190.582 1
576.046 184.592 2
553.983 192.146 2
309.007 72.724 6
609.53 61.517 2
478.194 72.762 2
73.299 70.263 1
136.423 80.697 1
217.195 240.13 3
341.674 97.195 6
515.473 199.523 2
155.072 220.078 3
512.089 163.482 2
522.854 154.554 2
183.056 250.378 3
341.047 122.501 6
345.953 95.014 6
550.792 47.075 2
559.868 158.059 2
374.838 63.68 6
137.312 221.112 3
145.011 215.368 3
356.158 137.856 6
543.425 191.575 2
545.588 238.605 2
215.476 261.659 3
441.318 253.737 4
424.429 196.5 5
65.681 184.876 1
53.53 170.111 1
215.481 220.465 1
342.321 81.021 6
270.161 112.893 3
352.854 60.85 6
591.927 153.829 2
179.736 114.071 1
476.358 275.85 4
274.912 59.732 6
177.019 227.532 3
412.047 146.851 5
136.46 276.559 3
195.946 193.243 1
223.197 185.781 1
126.828 80.84 1
481.956 272.217 4
544.021 90.908 2
239.202 270.965 3
74.192 172.856 1
204.18 152.365 1
391.736 257.346 4
70.064 108.978 1
377.457 259.427 4
125.809 211.01 3
418.944 71.442 6
109.332 279.801 3
134.456 50.422 1
421.493 193.089 5
348.102 142.676 6
531.364 59.176 2
159.051 107.415 3
630.721 234.452 2
175.41 59.453 1
155.979 225.854 3
33.579 169.897 1
526.837 133.972 2
208.875 74.816 1
514.117 159.016 2
85.96 169.66 1
483.675 243.675 4
412.851 67.483 6
68.553 141.475 1
134.29 235.118 3
86.373 93.228 1
71.369 115.289 1
138.216 50.256 1
402.711 204.28 5
395.114 111.776 5
239.142 269.993 3
388.421 261.051 4
81.629 78.8 1
555.003 65.936 2
551.724 145.508 2
542.121 104.975 2
396.473 96.64 5
396.117 218.822 5
487.135 174.863 2
365.647 210.935 5
213.869 195.869 1
567.011 237.42 2
135.469 79.51 1
267.565 257.905 3
177.214 68.157 1
550.62 177.249 2
499.154 292.428 4
498.009 33.818 2
391.36 247.512 4
227.749 58.164 1
112.972 275.819 3
365.975 210.569 5
264.609 262.179 3
69.783 102.732 1
556.311 71.504 2
197.59 59.151 1
213.355 207.597 1
279.515 239.76 3
379.635 297.831 4
186.927 192.048 1
179.58 48.884 1
127.226 207.061 3
497.927 287.247 4
261.452 275.561 3
475.854 203.987 2
406.099 193.134 5
533.034 66.447 2
279.244 50.465 6
572.873 252.633 2
409.175 104.793 5
406.772 159.045 5
368.958 275.674 4
533.311 224.809 2
132.11 250.674 3
555.441 53.792 2
264.483 210.155 3
332.588 69.141 6
420.322 76.218 6
227.481 85.85 1
527.408 223.165 2
502.273 25.963 2
544.468 118.908 2
472.997 274.917 4
422.758 55.335 6
324.552 94.405 6
226.957 103.247 1
402.631 201.536 5
216.9 154.263 1
92.752 206.146 1
543.466 203.563 2
346.36 242.362 4
552.204 132.477 2
565.084 246.381 2
339.731 109.21 6
269.233 178.604 3
332.215 102.669 6
151.753 231.715 3
148.682 261.689 3
59.388 62.118 1
92.863 132.367 1
503.576 135.766 2
132.005 145.804 3
492.546 80.018 2
229.121 247.395 3
510.351 95.104 2
284.378 260.545 3
90.861 76.96 1
532.476 107.514 2
273.045 47.541 6
324.968 252.936 4
561.516 175.779 2
157.01 61.279 1
337.387 59.17 6
284.537 64.368 6
107.119 57.084 1
131.908 135.15 3
77.188 84.619 1
430.904 242.27 4
297.882 48.99 6
399.959 179.531 5
558.91 207.597 2
564.122 131.073 2
144.939 320.874 3
504.268 166.813 2
225.386 126.597 1
268.322 180.777 3
301.324 50.778 6
338.592 68.205 6
358.907 29.077 6
130.727 140.968 3
274.751 234.646 3
568.924 107.925 2
549.747 208.022 2
349.295 257.126 4
522.211 188.499 2
525.786 131.324 2
565.212 212.121 2
412.403 132.521 5
422.457 184.72 5
104.398 149.137 1
150.859 166.605 3
546.712 76.858 2
73.738 118.968 1
222.977 127.784 1
391.316 148.891 5
554.441 37.242 2
393.092 129.072 5
347.417 138.538 6
446.942 245.123 4
67.825 77.78 1
223.929 139.665 1
228.258 150.303 1
193.087 187.929 1
304.843 76.258 6
100.706 294.773 3
432.035 266.388 4
255.184 274.318 3
78.209 159.772 1
206.795 50.302 1
571.821 227.766 2
391.961 270.423 4
210.551 252.573 3
60.392 85.137 1
515.908 93.042 2
185.305 236.156 3
222.111 213.711 1
285.927 62.461 6
410.052 269.27 4
529.92 96.843 2
550.907 215.721 2
190.945 107.655 1
225.704 255.698 3
156.554 267.669 3
193.243 88.168 1
465.909 77.264 2
531.502 64.974 2
225.236 189.682 1
385.28 41.521 6
196.739 157.088 1
265.523 50.896 6
142.429 225.017 3
342.41 88.898 6
382.164 41.28 6
553.501 154.316 2
423.202 174.46 5
526.924 109.113 2
423.216 102.213 5
448.353 242.447 4
212.822 192.042 1
382.042 135.716 5
409.317 166.828 5
529.794 188.01 2
395.916 102.454 5
93.64 48.085 1
140.571 166.013 3
407.362 269.161 4
362.934 78.531 6
357.629 68.195 6
388.398 55.93 6
360.273 311.068 4
206.153 190.86 1
407.127 62.276 6
563.844 133.652 2
363.135 195.926 5
194.008 174.969 1
343.376 258.874 4
365.953 248.967 4
159.238 179.363 3
96.618 56.1 1
395.511 211.984 5
308.175 53.668 6
448.146 275.88 4
220.69 245.319 3
406.674 116.499 5
411.731 71.066 6
564.352 116.217 2
549.045 198.422 2
498.602 126.497 2
41.299 176.611 1
77.078 144.052 1
365.648 199.451 5
138.614 258.243 3
525.691 162.047 2
408.616 152.786 5
193.332 60.961 1
159.342 239.521 3
460.981 66.752 2
326.368 151.902 6
510.713 185.669 2
405.747 207.256 5
130.346 63.986 1
192.684 204.679 1
273.763 259.327 3
540.555 109.468 2
147.623 78.259 1
290.057 260.842 3
395.387 215.599 5
364.883 97.453 6
267.964 78.081 6
431.33 242.557 4
299.279 81.66 6
293.681 186.982 3
109.571 214.006 1
293.342 66.148 6
293.395 78.69 6
245.165 259.409 3
561.469 178.403 2
111.997 274.843 3
67.023 102.628 1
542.743 169.78 2
127.625 224.343 3
123.31 73.36 1
337.907 56.36 6
450.478 270.448 4
78.232 202.113 1
329.042 247.579 4
197.203 117.844 1
324.586 93.826 6
513.33 167.79 2
433.102 59.68 6
548.788 155.852 2
193.896 247.434 3
334.65 47.013 6
151.128 223.262 3
272.4 110.884 3
83.858 120.707 1
406.671 189.347 5
539.687 274.982 2
339.124 51.943 6
426.373 253.62 4
