2 14
308836.620 356381.600 2
332486.220 357643.280 3
324027.060 357423.920 6
313094.580 359318.420 1
312148.860 354331.880 1
310081.800 365675.960 2
337147.500 354175.640 3
326202.600 366250.460 5
309276.720 362957.120 2
304849.500 362877.860 1
322275.240 360292.400 6
325491.540 360812.000 6
305580.600 355822.040 1
311364.180 365738.360 2
331426.980 359384.180 3
322876.260 354131.000 4
315397.320 364874.900 2
308989.320 366382.460 2
311023.800 365657.180 2
319910.160 357137.600 4
325478.940 361702.940 6
313252.860 359456.900 1
317124.960 366516.920 2
316179.180 359855.960 2
317496.960 365009.420 2
324857.760 366467.840 5
332269.740 352873.400 3
327611.640 353184.620 3
333284.220 360366.140 3
326043.780 368006.720 5
330112.440 353167.580 3
313633.440 359503.520 1
322424.460 359782.160 6
317320.620 351629.960 4
316805.100 364355.420 2
316632.720 358604.360 2
325374.300 362979.860 6
316263.000 357401.780 2
336965.940 360852.020 3
315590.880 358332.860 2
315861.360 364652.120 2
330933.240 357631.700 3
305039.820 352908.320 1
332368.020 355647.020 3
308620.200 357447.620 2
324841.860 362335.880 6
333950.640 358560.500 3
308248.920 365994.920 2
310026.960 366417.260 2
331624.440 359189.960 3
333804.540 356787.260 3
309687.600 354873.140 1
322168.500 361562.180 6
323950.260 360403.400 6
312056.280 352924.040 1
332274.660 364171.520 3
311486.400 354473.900 1
329758.320 358898.120 3
304382.820 354194.480 1
305261.280 362119.940 1
305335.440 354949.220 1
309435.120 357530.720 2
318905.700 353974.100 4
333512.880 353266.940 3
313307.160 365997.620 2
324350.520 363291.200 6
314803.200 364292.900 2
335070.060 361766.540 3
333415.200 353323.520 3
331103.220 360812.120 3
313512.960 358636.520 1
321265.620 364501.400 5
330455.460 354729.020 3
321132.240 360986.960 6
329302.500 353656.940 3
332698.740 359208.740 3
336986.100 354296.720 3
313745.520 357346.460 1
329839.980 359847.860 3
308026.320 366056.600 2
320266.680 358374.380 4
327981.840 365872.400 5
306377.580 356536.580 1
322201.860 353550.740 4
332614.860 357416.000 3
324925.080 352705.580 4
312064.980 362426.840 1
323080.140 362001.380 6
323130.060 358312.640 6
331987.620 357335.720 3
312816.180 362758.340 1
304163.400 353498.420 1
319427.220 354572.780 4
315544.380 366540.920 2
317778.720 354298.520 4
316116.240 364717.280 2
322965.600 366836.540 5
322756.080 362221.580 6
305482.080 354410.480 1
304040.520 359771.000 1
327528.000 357824.360 3
320641.260 357123.860 4
321623.400 362708.780 6
316489.440 359415.500 2
331736.400 354150.440 3
325391.160 364865.120 5
334572.120 356716.940 3
310560.900 365924.240 2
320627.100 357831.020 4
306967.140 354177.200 1
319606.860 354081.620 4
320844.780 363500.000 6
332093.280 362802.440 3
311555.640 360662.540 1
309273.120 354982.400 1
309200.280 360473.840 2
309582.360 365998.280 2
332553.840 360107.480 3
311874.660 361193.240 1
325090.260 357719.840 6
309209.520 366769.460 2
323366.580 358533.920 6
305427.480 358919.900 1
322529.220 352818.740 4
309003.540 364681.400 2
315891.240 362934.140 2
308760.180 359591.780 2
324314.460 354186.680 4
327621.360 354030.560 3
328043.040 360856.820 3
324185.880 356619.320 6
330801.300 357107.060 3
325535.280 353668.280 4
308571.480 352939.340 1
302273.340 354266.960 1
317065.320 365255.960 2
329650.320 353821.040 3
306422.100 367123.880 2
313726.440 354171.680 1
327709.200 366453.320 5
323272.800 366443.480 5
308099.580 362736.080 2
313277.400 355789.460 1
304419.420 353905.700 1
335664.420 362819.300 3
308008.620 363478.220 2
331040.760 367752.320 5
304072.860 365371.100 2
330356.460 353515.580 3
332525.820 361083.800 3
313394.520 369160.160 2
331829.820 352798.400 3
312780.960 357735.620 1
312320.340 359398.700 1
314013.960 364252.400 2
324636.900 365492.960 5
309209.520 360803.900 2
308500.260 354582.260 1
331473.180 359951.720 3
328032.840 365843.840 5
308881.200 359859.740 2
333503.880 354893.180 3
324023.580 363183.200 6
321039.660 358371.260 4
331558.740 354933.680 3
312956.700 360650.600 1
317200.560 364116.200 2
316824.300 362904.740 2
313395.000 365660.300 2
307159.140 352794.140 1
317454.720 366355.160 2
322691.880 365577.200 5
308307.420 352860.200 1
324216.360 352680.620 4
320693.100 357851.720 4
326851.740 365545.700 5
312560.340 355719.260 1
333297.660 363038.060 3
308718.480 355111.400 1
304378.860 354995.600 1
323535.360 360257.420 6
304799.940 361200.800 1
307810.140 363569.720 2
308951.940 365790.020 2
313147.140 360925.160 1
312375.420 365061.980 2
322279.320 362563.460 6
333901.560 357459.260 3
310732.560 354494.900 1
317626.320 362189.900 2
316253.580 359679.260 2
304810.080 361692.800 1
312246.780 359187.980 1
322992.840 364871.180 5
315585.900 357569.360 2
325179.420 353956.700 4
338097.420 353171.240 3
325889.400 365869.460 5
324419.880 364771.400 5
316679.340 362309.000 2
337822.800 356921.000 3
333290.880 355141.160 3
303982.440 357638.840 1
320689.380 353348.180 4
324729.240 354696.140 4
319804.140 366861.020 5
315620.160 360699.080 2
308871.360 365887.580 2
308979.060 359134.280 2
323226.000 353005.760 4
326782.920 355103.720 4
307740.060 366518.240 2
304644.840 359509.460 1
309235.800 357599.900 2
337895.460 368741.840 3
312289.620 366223.460 2
308251.020 356526.740 2
305661.240 362957.420 1
313692.960 364440.260 2
324098.220 356343.680 6
319357.260 354696.020 4
305684.460 353142.560 1
317488.740 358089.320 2
325068.660 356095.280 6
313646.100 364900.760 2
316828.260 365448.080 2
333608.040 361571.240 3
308823.840 365483.300 2
322193.460 353899.160 4
317435.940 362674.580 2
311527.980 352891.700 1
305317.920 361622.120 1
313783.920 354956.240 1
307382.460 355107.620 1
324610.800 362570.060 6
316776.360 361082.600 2
323651.040 354013.520 4
308001.240 358035.080 2
321042.660 361242.020 6
308875.380 359942.300 2
321795.000 355532.960 4
317503.080 362586.920 2
317435.940 354359.360 4
333717.720 355255.640 3
309154.560 352827.440 1
319952.880 358127.360 4
333365.340 351412.400 3
321165.720 358317.200 4
311481.660 360958.940 1
329073.360 359617.820 3
310059.060 365593.580 2
303697.980 355162.520 1
327652.680 365100.800 5
312050.400 360147.680 1
323690.040 357851.780 6
312095.100 361909.460 1
312904.800 357077.780 1
312945.060 359060.120 1
313257.120 354267.980 1
320824.020 364734.500 5
307589.160 358525.580 2
302761.560 358684.340 1
309847.800 353289.020 1
333001.740 357074.660 3
325573.500 366225.860 5
331171.860 357787.640 3
322747.260 365292.860 5
334365.780 355420.940 3
332562.120 360289.160 3
332015.220 361616.000 3
321216.240 357274.040 4
309214.620 363510.500 2
307909.080 361784.780 2
320283.540 354240.560 4
330145.500 353187.920 3
316745.340 364725.620 2
325497.720 366419.840 5
332513.520 362473.820 3
317291.040 365805.740 2
321829.620 365918.360 5
326072.160 364878.500 5
303072.120 360807.560 1
318415.440 354517.220 4
321430.500 355701.560 4
333059.820 364630.760 3
313502.280 360586.340 1
329683.680 358605.920 3
321046.920 352734.080 4
312525.180 359851.460 1
332040.600 356258.180 3
331432.680 355551.500 3
312496.680 357849.680 1
334295.220 363420.800 3
325307.280 353911.460 4
309167.040 359003.600 2
328709.100 363597.980 5
323318.580 357308.900 6
308718.660 361624.940 2
320198.400 358937.660 4
308869.620 354629.180 1
313043.040 355760.960 1
304992.120 361447.100 1
318001.260 354539.360 4
330593.220 358065.500 3
315501.000 365405.300 2
317398.920 360269.360 2
319564.860 357511.160 4
314097.780 354268.400 1
328605.060 362908.760 3
315967.320 366142.400 2
309358.620 354670.280 1
325256.760 358729.220 6
330549.480 355594.100 3
316167.000 353394.980 4
316817.700 361667.180 2
312982.680 365343.920 2
321252.420 365548.400 5
336024.540 359824.100 3
318531.660 353880.500 4
333058.320 362930.660 3
316626.720 362050.160 2
330277.920 357192.380 3
333480.660 362806.760 3
313123.200 360765.860 1
316766.640 361580.360 2
313433.640 362160.260 1
308029.680 357791.900 2
306639.540 352939.880 1
329016.780 364175.240 5
324937.500 366242.720 5
328030.620 359647.160 3
324590.100 361089.020 6
305334.360 360652.100 1
314043.240 354163.760 1
308527.380 364052.300 2
330681.300 355745.900 3
323976.180 354880.400 4
316600.380 364536.260 2
320048.760 367042.640 5
322477.080 354897.260 4
304816.260 355015.400 1
331008.180 360695.480 3
312425.400 354203.780 1
331414.260 360190.760 3
324816.900 353198.780 4
333390.900 356155.100 3
328414.140 353458.280 3
332966.100 362567.840 3
322301.820 366353.120 5
331785.720 354603.380 3
312313.620 364800.080 2
313572.660 358705.040 1
321812.280 355973.120 4
323070.420 356844.200 6
311049.240 366269.060 2
310760.580 355140.080 1
323046.000 356122.880 6
324510.420 352628.480 4
324135.120 362784.740 6
321703.320 364564.280 5
307018.560 354942.620 1
327515.400 367399.160 5
333971.520 364155.440 3
312778.080 356671.700 1
331311.360 357157.940 3
311866.140 359296.460 1
317646.420 365382.320 2
324458.160 354077.960 4
313049.100 361435.640 1
308545.500 360158.900 2
312816.960 358672.700 1
316900.080 353851.880 4
319017.300 353220.800 4
336714.060 355648.940 3
330901.260 362326.400 3
333705.900 361108.760 3
317406.960 357191.300 2
308883.660 359078.000 2
314333.040 365093.240 2
311234.160 365060.240 2
325292.340 362364.200 6
329990.160 360949.880 3
319997.820 354043.100 4
323728.980 366362.900 5
304858.200 363002.540 1
325518.180 365176.460 5
325188.900 365554.400 5
311903.460 357329.120 1
332869.860 361848.620 3
321485.160 353547.260 4
325357.500 356482.880 6
304921.440 355657.940 1
323625.240 359378.000 6
323184.780 362466.860 6
319858.560 364820.300 5
331529.820 368230.100 5
312715.440 367767.200 2
328367.820 353911.520 3
333032.820 365415.500 3
305176.980 353985.260 1
328962.420 366478.280 5
319351.980 353901.740 4
305063.820 361968.080 1
319388.940 351505.640 4
307951.260 361938.080 2
331144.860 361527.620 3
312185.460 360697.640 1
315840.720 364877.480 2
320564.400 366825.800 5
317259.060 354177.620 4
321206.820 356557.160 4
330823.380 360013.160 3
310437.660 355005.380 1
304348.140 356834.540 1
326774.940 357413.720 6
323893.980 358084.520 6
309515.040 364555.220 2
329584.380 357750.920 3
329735.400 357991.220 3
304207.560 355663.700 1
313493.160 356896.820 1
321865.500 353656.580 4
329507.640 353120.840 3
313608.240 356805.200 1
306571.020 366899.300 2
333540.060 358571.060 3
304681.500 361263.860 1
312181.560 366542.480 2
321193.140 366862.220 5
311860.860 364750.580 2
333254.400 353905.820 3
303834.660 353554.760 1
303615.960 354013.520 1
317181.420 365345.300 2
327342.840 365466.380 5
316424.520 356391.620 2
312955.320 362009.960 1
312306.120 362957.840 1
325933.380 366544.160 5
330978.480 354088.100 3
333018.240 363320.780 3
329202.720 354272.780 3
313795.440 359479.880 1
329570.940 354363.080 3
317543.460 364649.900 2
319518.300 366851.420 5
312992.940 358413.320 1
325091.520 362935.880 6
312047.940 362070.980 1
317077.740 362257.400 2
316131.000 364706.420 2
313212.420 357271.280 1
310428.660 357829.220 2
331055.640 355788.680 3
315669.900 361689.980 2
303660.240 354764.960 1
304282.140 362231.600 1
324899.160 369101.120 5
320823.960 366310.820 5
304192.800 362934.020 1
308979.300 364155.320 2
315881.880 363902.720 2
330022.440 354280.280 3
321100.680 353777.240 4
334516.140 355602.860 3
315611.400 358438.580 2
336162.960 354434.600 3
332529.480 352828.820 3
305303.940 362746.580 1
313217.460 362642.360 1
321534.600 358994.960 4
303729.900 360103.700 1
304532.460 360001.820 1
309050.880 357547.160 2
306430.080 354249.140 1
320244.540 366099.920 5
303879.420 353288.180 1
304635.060 362050.760 1
323850.900 359428.820 6
324763.380 358266.800 6
329756.460 354900.620 3
332447.820 356506.760 3
310545.000 355157.000 1
332718.840 356403.560 3
312472.020 364589.480 2
313484.820 357395.300 1
323845.020 353440.940 4
330892.320 361107.860 3
327539.700 365775.860 5
320731.740 355987.580 4
304188.060 353559.560 1
302366.460 355283.060 1
305001.120 360662.780 1
304733.100 360687.920 1
329505.420 359416.220 3
307624.860 353963.000 1
319779.600 366716.120 5
334192.140 364714.280 3
311858.580 358397.480 1
312087.840 352866.920 1
306516.060 353709.620 1
309419.520 357450.320 2
309703.920 361189.400 2
306249.060 354180.980 1
301080.120 367776.440 2
311770.260 366119.660 2
307633.560 357766.100 2
325007.100 353523.500 4
331089.780 354218.360 3
316090.440 354749.120 4
330891.360 362180.540 3
320957.520 354054.440 4
308799.840 357510.020 2
323938.200 361166.240 6
322102.980 354438.620 4
322821.060 366315.200 5
306136.260 352971.380 1
304511.220 357367.040 1
320892.060 364397.660 5
320653.740 355859.720 4
332152.440 352698.200 3
317260.080 361924.040 2
331475.820 355966.160 3
335289.300 359486.180 3
334173.960 363927.020 3
316021.320 362868.020 2
333573.660 363511.280 3
316679.400 363054.560 2
324205.140 366348.980 5
312092.280 361208.240 1
303639.600 353414.960 1
309192.840 359891.720 2
325174.740 356595.860 6
312494.700 354568.040 1
324531.900 361599.020 6
330255.180 360808.640 3
324619.620 364945.100 5
308869.800 358592.720 2
320389.020 359367.620 4
321538.380 354287.660 4
329348.700 359942.420 3
332251.560 362650.760 3
323488.320 366030.260 5
305147.520 354438.140 1
306496.920 354880.760 1
323311.680 356896.280 6
307887.360 353107.640 1
323980.140 358200.320 6
311947.140 356533.160 1
312583.860 359648.120 1
316508.640 366556.280 2
304762.740 352913.180 1
315097.080 352122.860 1
328390.680 364858.220 5
333511.140 360697.940 3
332518.260 353603.900 3
303952.020 361934.600 1
305538.540 353362.640 1
327300.840 357262.880 3
319528.020 357440.180 4
312933.720 353319.020 1
333234.180 356085.140 3
322111.380 362336.960 6
322744.440 364633.220 5
316293.840 361442.000 2
312358.380 359374.940 1
323440.800 361463.120 6
321661.500 354853.280 4
326074.440 366387.800 5
334272.060 354613.520 3
314570.280 365275.400 2
316481.460 359462.000 2
309091.260 354770.000 1
328717.380 366527.600 5
307545.180 360530.300 2
328811.340 354449.720 3
327563.940 365234.660 5
316569.540 357038.600 2
306266.700 352989.620 1
332908.500 354533.840 3
304399.980 359072.780 1
329546.280 357841.520 3
328873.020 354706.040 3
333700.020 361113.980 3
329812.500 357963.500 3
329988.000 354582.260 3
334151.340 356810.840 3
333610.680 354288.620 3
328062.540 354134.960 3
328097.400 361685.540 3
328538.100 364213.760 5
324776.160 362762.780 6
303185.580 361629.200 1
324919.980 358101.500 6
331409.160 357386.900 3
323410.200 359313.260 6
323870.340 356908.100 6
333261.900 361043.000 3
332595.960 357604.160 3
324254.760 357438.740 6
320543.280 358811.540 4
332026.740 367480.280 3
310288.560 358148.420 2
317001.300 356686.160 2
313168.860 364350.440 2
304854.900 361408.400 1
315576.960 362382.740 2
304796.880 360399.260 1
324292.980 366854.780 5
310177.800 365473.700 2
333429.000 358183.880 3
305264.400 356459.060 1
308874.840 365076.440 2
313021.500 353372.480 1
325360.740 366568.580 5
331658.760 361248.620 3
301473.000 359230.220 1
333448.680 356824.460 3
305057.280 355479.500 1
321786.420 365977.100 5
325033.620 357103.520 6
320812.560 366412.640 5
315307.140 365276.900 2
312961.320 357917.060 1
305679.120 359015.060 1
315612.300 356737.940 2
316567.140 357981.200 2
318678.900 363618.920 2
320240.040 352264.580 4
309779.280 365296.040 2
331459.320 362744.240 3
303713.160 359585.720 1
321855.720 359262.860 4
313317.960 355061.900 1
313081.620 361353.500 1
310388.760 366412.520 2
334932.420 354425.960 3
305480.100 356839.400 1
328379.100 361400.180 3
312875.100 359808.680 1
332765.100 364246.580 3
320367.540 359219.900 4
318906.360 353495.540 4
321835.080 361701.560 6
320987.880 357653.240 4
309208.140 360295.520 2
330096.780 358556.180 3
330180.060 352957.100 3
308210.340 357136.760 2
314834.640 364924.760 2
315558.420 357452.180 2
311882.040 354749.060 1
317042.280 363370.220 2
329038.140 366733.040 5
327222.840 366011.600 5
329990.880 358501.280 3
303805.560 354863.360 1
311778.300 356312.780 1
329258.280 358977.920 3
324167.580 358204.040 6
315557.100 366309.860 2
323324.700 361901.960 6
333120.180 358671.260 3
318402.900 352651.820 4
312285.900 360716.240 1
329609.700 354801.680 3
332217.540 364260.980 3
332493.420 360254.360 3
322387.440 361494.080 6
308639.820 365617.460 2
332864.880 365647.220 3
308724.780 358041.260 2
313288.980 357061.460 1
308625.600 353771.060 1
305188.080 366571.400 2
303594.360 358067.900 1
319115.280 354524.000 4
315818.760 366032.720 2
323182.680 360823.640 6
312602.040 358227.320 1
332521.800 363119.420 3
322832.400 363055.280 6
322532.940 362756.540 6
322467.360 361093.040 6
329207.340 358842.560 3
318948.180 352704.980 4
311726.460 357734.180 1
311007.720 353402.480 1
315857.340 361953.020 2
324402.360 358359.440 6
323056.980 364494.380 5
333923.100 364815.620 3
305667.360 354767.720 1
321282.300 358889.600 4
308042.100 366221.600 2
307895.220 366041.300 2
310625.160 356567.240 1
320166.480 366567.020 5
323650.020 365176.040 5
311759.340 361874.540 1
303819.540 359798.600 1
304284.000 358394.780 1
310921.020 354866.000 1
317308.860 365557.820 2
313660.740 358356.800 1
332741.340 354452.180 3
330294.060 358501.520 3
324878.580 361073.420 6
323088.900 364595.780 5
320825.220 353002.460 4
332497.500 364474.640 3
302067.240 353650.400 1
307640.820 358272.080 2
311956.500 366594.680 2
320653.440 365709.200 5
315020.520 356815.040 2
311700.840 361147.820 1
332347.080 361972.340 3
324657.540 359002.880 6
313248.420 355276.760 1
316046.640 354335.660 4
332991.900 364502.720 3
330590.520 360662.300 3
319115.460 354435.500 4
311450.940 364574.900 2
311408.880 356100.920 1
331928.640 360183.620 3
313488.480 364606.880 2
331163.400 360602.180 3
305179.260 368080.640 2
312953.220 367898.480 2
313329.180 364353.860 2
324620.340 365259.740 5
325089.360 362611.400 6
316377.000 365276.360 2
331172.700 357784.280 3
312408.060 358664.660 1
333963.900 356927.660 3
333418.560 360757.220 3
307290.240 354072.140 1
309008.820 354604.820 1
328005.780 359228.540 3
312528.480 359938.820 1
313329.660 358307.780 1
322643.640 354822.020 4
312413.520 368654.060 2
331725.540 354062.960 3
315743.760 362252.600 2
307765.020 360116.600 2
333160.980 360507.920 3
312872.100 357166.760 1
333432.480 354778.760 3
331857.900 353794.160 3
325106.640 362019.320 6
314282.820 365702.180 2
312073.020 365904.260 2
311330.340 365088.560 2
309999.060 352828.340 1
315882.060 352946.540 4
320922.480 365887.160 5
325305.900 358837.460 6
312350.880 357459.140 1
324091.620 355694.120 6
313449.300 362218.520 1
331548.240 368041.820 5
318931.380 352830.620 4
327995.040 359571.320 3
309367.800 364099.940 2
302435.640 356086.400 1
325264.680 360159.020 6
320838.420 355667.360 4
322644.600 366503.420 5
313691.640 353640.800 1
320406.600 352850.300 4
324323.040 352610.240 4
307695.960 356648.300 2
315497.460 366294.860 2
327831.420 366663.140 5
308625.600 360404.900 2
320276.580 354763.280 4
312526.080 361467.200 1
313090.440 360192.200 1
326421.240 354262.520 4
334046.400 365279.060 3
307222.440 354178.220 1
317460.840 352588.400 4
308526.660 354760.940 1
316914.180 366513.620 2
303911.340 361673.540 1
315936.060 364421.360 2
312312.360 353042.300 1
304367.640 354693.680 1
308450.640 358238.000 2
311447.280 354558.140 1
316711.680 354879.680 4
331061.160 368447.780 5
324925.860 365307.920 5
305417.100 355308.860 1
317037.780 360464.420 2
325088.820 357347.900 6
324656.880 362322.380 6
332913.660 360580.280 3
302390.160 355323.260 1
334026.180 363018.320 3
304072.500 362506.940 1
322648.200 362764.160 6
312673.020 356449.040 1
313925.880 365422.640 2
334231.080 365062.640 3
332223.240 355976.000 3
329569.320 359094.080 3
307613.940 359814.260 2
330892.740 363635.420 3
333607.140 361353.020 3
317694.840 357234.680 2
309832.320 359218.760 2
315255.120 364736.900 2
325362.360 360672.860 6
301328.220 351409.820 1
309182.640 363592.640 2
323703.420 353048.960 4
324289.140 365044.640 5
328120.440 359929.040 3
323276.760 354699.500 4
312703.800 364733.240 2
329731.620 354776.960 3
332426.700 360820.220 3
311431.260 360797.960 1
304029.420 360718.040 1
310447.620 363652.760 2
329239.500 354389.300 3
320337.660 365728.760 5
319669.440 354572.120 4
315887.280 358920.320 2
319354.680 367938.560 5
324708.060 358985.120 6
327409.140 357553.100 3
332748.060 360073.280 3
322879.200 365535.860 5
304624.920 358928.360 1
326292.300 364824.020 5
316633.140 363032.120 2
309186.480 358478.480 2
304364.640 360597.200 1
304691.460 359182.580 1
323100.240 365320.940 5
321897.600 356888.060 4
305052.840 358776.500 1
321444.060 358518.020 4
323554.140 362545.160 6
316363.860 362545.280 2
330816.480 357861.980 3
317267.520 353305.940 4
316891.440 364437.620 2
322982.340 364651.100 5
332891.640 353934.620 3
312049.980 361434.920 1
334562.760 361075.520 3
333238.980 361528.760 3
318540.420 354363.440 4
336571.800 353691.020 3
328691.640 354365.720 3
304397.940 354215.780 1
308185.380 354841.820 1
313031.700 364407.800 2
320500.440 355831.700 4
330928.380 361971.380 3
309304.320 363204.680 2
330725.340 359808.920 3
331371.240 359273.240 3
310983.360 365022.680 2
320462.820 357350.060 4
320757.180 355700.840 4
333047.520 352824.500 3
333592.080 359483.540 3
322490.280 353820.800 4
308238.720 363266.720 2
308700.660 362922.080 2
321369.480 358271.360 4
332605.500 361494.500 3
332735.280 364316.300 3
312928.560 365699.540 2
326479.080 365224.220 5
325465.740 361790.000 6
303940.860 361092.560 1
303211.800 360206.660 1
312928.860 363227.900 1
320539.260 354861.260 4
316209.660 356773.580 2
321171.240 353651.000 4
335515.620 359229.740 3
310784.160 356844.260 1
328581.480 366551.000 5
316494.720 353583.920 4
310621.140 363651.920 2
324722.820 358811.060 6
308187.600 366593.540 2
311756.760 361594.580 1
313391.820 361146.860 1
307609.680 354850.400 1
328917.360 366333.020 5
332641.260 355454.480 3
314352.120 366257.900 2
304451.520 360371.360 1
312250.800 359141.900 1
323504.160 365440.760 5
304203.840 356538.680 1
322647.420 365565.620 5
307548.540 362660.600 2
325136.640 354286.520 4
306559.920 366788.060 2
308067.360 353025.320 1
325289.580 361585.340 6
320886.120 358560.560 4
331881.840 353550.560 3
309543.060 356444.900 2
337843.260 364067.120 3
310524.600 353567.180 1
309358.740 363551.240 2
302014.740 360193.820 1
331610.220 358038.320 3
312532.500 354488.960 1
330847.020 359540.960 3
305157.600 360179.600 1
329020.500 364620.500 5
324771.060 354048.980 4
304113.180 358488.500 1
308057.400 364107.080 2
305182.380 355593.680 1
304282.140 356917.340 1
308292.960 353015.360 1
324162.660 362256.800 6
323706.840 356706.560 6
314348.520 366199.580 2
323305.260 365663.060 5
304897.740 354728.000 1
333300.180 353956.160 3
333103.440 358730.480 3
332527.260 356298.500 3
323788.380 355798.400 6
